"Treat","Plant","Leaf","Rep","CO2.set","DOY","Time","CO2.meas","Plant.1","Leaf.1","Leaf.unique","Tset","Rep.1","Curve.unique","Rep.total","Tleaf","Ci","Ci.org","Photo","Photo.org","Cond","Trmmol","VpdL","CTleaf","Area","BLC_1","StmRat","BLCond","Tair","TBlk","CO2.set.1","CO2R","CO2S","H2OR","H2OS","RH_R","RH_S","Flow","PARi","PARo","Press","CsMch","HsMch","StableF","BLCslope","BLCoffst","f_parin","f_parout","alphaK","Status","fda","Trans","Tair_K","Twall_K","R.W.m2.","Tl.Ta","SVTleaf","h2o_i","h20diff","CTair","SVTair","CndTotal","vp_kPa","VpdA","CndCO2","Ci_Pa","Ci.Ca","RHsfc","C2sfc","AHs.Cs","EBal.","Tk"
"w.c",3,1,4,400,264,9.57125,400,3,1,131,25,4,NA,18,27.71219063,274.4,272.0904106,14.99766048,15.353017275,0.2584868895,2.701251023,1.1142954015,27.71219063,6,1.420000017,1,2.840000033,25.89940548,25.019485475,400,400,380.4428253,22.775367735,25.93138695,68.535713195,78.032100675,500.23110965,1500.474365,351.93551635,100.93327715,0.7709980015,-0.017670367,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833718516,0.002701251,300.8621906,299.0494055,240.07589305,1.1787587595,3.73163403,36.971293635,11.03990669,26.805798055,3.538541064,0.2369179675,2.6173386285,0.9212024355,0.149871394,27.54978216,0.717458249,71.74265825,373.20653895,0.02926435,0,300.86219063
"w.w",3,1,4,400,247,10.81,800,3,1,131,27,4,NA,4,29.947551725,218.25,213.38026325,11.93208733,12.303804525,0.1244487485,2.0748908815,1.702034142,29.947551725,6,1.420000017,1,2.840000033,27.54076767,26.985814095,400,402,386.22645565,22.75325203,25.183110235,62.25723648,68.90771103,499.45118715,1499.568176,431.18663025,101.091568,-2.2574920655,0.229011327,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.8324186455,0.002074891,303.0975517,300.69076765,239.93090215,1.4106773745,4.247834929,42.019659725,16.83654949,28.7441597,3.9627211175,0.1192057745,2.5458007875,1.4169203305,0.074957501,21.57092246,0.552497677,60.280236545,380.52614925,0.018999304,0,303.097551725
"c.c",4,1,4,400,251,15.319583335,400,4,1,41,37,4,NA,4,40.08198166,272.55,270.0552993,13.71836391,14.07284299,0.244101625,4.8013752665,2.0209234085,40.08198166,6,1.420000017,1,2.840000033,38.404891965,37.105869295,400,400.5,381.13339235,48.547416685,53.992860795,71.68657303,79.726711275,500.4337463,1499.7765505,169.0352249,100.4811516,2.64714241,-0.7191312315,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.8340562435,0.004801375,313.2319817,311.55489195,239.9642427,0.0717955235,7.446185359,74.105293855,20.112433065,39.243436815,7.119205788,0.2244386995,5.42526195,1.693943838,0.141915389,27.226605095,0.7109851935,73.28443842,374.50507195,0.0273292395,0,313.23198166
"w.w",5,1,4,400,248,10.143055555,800,5,1,151,34.5,4,NA,4,37.84313774,299.85,298.00442915,14.228730815,14.608462955,0.36108217,6.0115636715,1.789504609,37.84313774,6,1.420000017,1,2.840000033,35.65612793,34.57951355,400,400,379.79795835,40.757825855,47.622358325,70.318763735,82.16149139,500.41241455,1498.8154295,615.26797485,101.05900575,0.3227539065,-0.4431440535,0.8333333435,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834020691,0.006011564,310.99313775,308.8061279,239.8104634,-0.6207264975,6.6021843085,65.329818745,17.70746042,36.749632835,6.219839992,0.320351226,4.8126796995,1.4071602925,0.2035196505,30.27360639,0.788746572,74.51635661,373.00687405,0.0285400175,0,310.99313774
"c.c",1,1,5,400,247,13.77,400,1,1,11,30,5,NA,5,33.29545212,219.7,216.2999965,15.09457843,15.45318165,0.172202703,3.635222189,2.166847042,33.29545212,6,1.420000017,1,2.840000033,30.93142509,30.09114456,400,398,377.8916016,25.22264481,29.45291901,56.59389496,66.0856781,500.414978,1500.864258,564.0620728,100.8299942,-1.906391144,0.05063799,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834024963,0.003635222,306.4454521,304.0814251,240.1382753,0.595465611,5.136584695,50.94302282,21.49010381,32.11343861,4.805828377,0.162358156,2.969737653,1.836090724,0.102314665,21.80952739,0.572386355,58.56128451,370.6097969,0.024205681,0,306.44545212
"c.w",1,1,5,400,262,10.21888889,800,1,1,11,33.5,5,NA,20,37.40382385,289,286.05978,10.47532576,10.8489485,0.213830344,4.576699947,2.201215813,37.40382385,6,1.420000017,1,2.840000033,34.720047,33.6,400,400,384.6968689,36.76660538,42.02470016,66.76327515,76.3112793,500.2989502,1501.139771,180.1148529,100.9875259,3.092027664,-0.740052342,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833831584,0.0045767,310.5538239,307.870047,240.1823579,0.04841111,6.445186311,63.82160817,21.79690801,36.06193542,5.989142726,0.198857863,4.243970498,1.745172228,0.125549878,29.13685453,0.749991397,66.46368323,379.6892615,0.018440426,0,310.55382385
"c.c",2,1,5,400,249,14.19,400,2,1,21,35,5,NA,5,35.80676651,298.3,297.2129401,21.50452648,21.87225692,0.627323219,7.094125019,1.317781839,35.80676651,6,1.420000017,1,2.840000033,35.32936859,34.97421265,400,400,370.7353516,37.44322586,45.56300735,65.54488373,79.75866699,500.3259277,1498.821411,348.2148743,100.6932907,-1.80406189,-0.391502202,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833876546,0.007094125,308.9567665,308.4793686,239.8114204,-0.922937517,5.905670984,58.65009419,13.08708683,35.56806755,5.828503752,0.513825171,4.587889145,1.240614607,0.329715943,29.92734898,0.801684918,80.71859126,360.3383281,0.048995559,0,308.95676651
"w.c",2,1,5,400,264,10.5925,400,2,1,121,26,5,NA,22,29.94383621,249.5,246.9818557,17.14742754,17.50636153,0.240671223,2.61414812,1.145701828,29.94383621,6,1.420000017,1,2.840000033,27.418293,26.00531006,400,400,377.6318359,27.69152832,30.72983742,76.18293762,84.54171753,500.3735352,1499.818237,470.282196,100.9124451,5.228780746,0.259984285,0.333333343,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833955892,0.002614148,303.0938362,300.568293,239.9709126,1.115010001,4.246724859,42.08326194,11.35342452,28.68106461,3.948144065,0.22186927,3.10102303,0.847121035,0.14024325,25.01969329,0.65655128,74.18948733,369.3742611,0.034890953,0,303.09383621
"w.w",2,1,5,400,248,7.9019444445,800,2,1,121,30,5,NA,5,32.084163665,283.2,281.2950705,17.31464543,17.697715765,0.352465101,4.193431756,1.293838422,32.084163665,6,1.420000017,1,2.840000033,30.754639625,30.101701735,400,400,377.12442015,29.84608841,34.6998806,67.74807358,78.76671982,500.4221649,1498.9624635,142.9225464,100.98387145,-0.4984277485,-0.0050165285,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834036942,0.004193432,305.23416365,303.90463965,239.8339888,0.454165026,4.7979707345,47.51223619,12.81235559,31.419401645,4.620418005,0.31353959,3.504132312,1.116285693,0.199123315,28.57001168,0.7501944065,74.976018655,368.86682465,0.0353082135,0,305.234163665
"c.c",3,1,5,400,249,9.065,400,3,1,31,25,5,NA,5,27.247552875,286.85,285.65818235,23.142258555,23.51192364,0.5628309075,4.8836163735,1.01875325,27.247552875,6,1.420000017,1,2.840000033,25.89198494,25.016757965,400,399.5,369.2215271,20.161501885,25.866786005,60.74247551,77.931358335,500.3036957,1500.8608395,216.3870468,101.01140595,-1.919490814,0.278511226,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833839493,0.0048836165,300.39755285,299.04198495,240.137729,0.1067906885,3.6315937125,35.95231533,10.085529324,26.569768905,3.489730202,0.4696489615,2.612840463,0.8768897395,0.3006854735,28.90456608,0.775009337,75.839773915,358.11608815,0.0494809965,0,300.397552875
"w.w",3,1,5,400,248,8.365277778,800,3,1,131,31,5,NA,5,32.808584215,272.7,270.0216463,14.326477535,14.70462105,0.2419821525,2.9017879615,1.258109493,32.808584215,6,1.420000017,1,2.840000033,31.479486465,31.073324205,400,400,381.07112125,33.666086195,37.01726723,73.365428925,80.66840744,500.30807495,1499.046387,131.0497551,101.0325928,-0.4663333895,-0.029367648,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833846792,0.002901788,305.9585842,304.62948645,239.84741655,1.1201363905,4.998060112,49.469776185,12.45250896,32.14403534,4.8141671585,0.2229799135,3.739950619,1.074216539,0.1409535565,27.508088445,0.7144890535,75.756422015,374.23338855,0.029118347,0,305.958584215
"w.w",5,1,5,400,248,11.551527775,800,5,1,151,36,5,NA,5,41.51765068,272.8,269.5422012,10.748102115,11.122616235,0.19100552,5.3038192355,2.8099307615,41.18765068,6,1.420000017,1,2.840000033,37.7206192,36.13420296,400,400,383.98173525,44.32639122,50.366693495,68.28558731,77.593307495,500.32525635,1500.3895875,312.60608675,101.01944735,0.2747097015,-0.6317236425,0.8333333435,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833875427,0.0053038195,314.3376507,310.8706192,240.0623286,-0.457165954,7.897942092,78.182512155,27.81581866,39.45413494,7.2004374695,0.178872761,5.088011331,2.1124261385,0.11282522,27.507217585,0.7091636305,64.376336855,378.84456735,0.0183747535,0,314.66765068
"c.c",1,1,6,400,249,8.075,400,1,1,11,25,6,NA,6,27.47007465,281.25,279.36295565,17.384023395,17.743282475,0.3494971935,3.5020419265,1.0944128095,27.47007465,6,1.420000017,1,2.840000033,25.72142887,25.017202375,400,400,377.37670895,21.515096665,25.60842609,65.455726625,77.88833618,500.2590637,1500.600098,204.41430665,100.9336777,-1.531624079,0.260620296,0.8333333435,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833765106,0.003502042,300.62007465,298.87142885,240.09601025,0.7717416545,3.679174299,36.45140512,10.84297902,26.59575176,3.495068703,0.310153734,2.58476149,0.9103072135,0.19702559,28.26755668,0.742199814,72.684549145,369.00672255,0.0346717835,0,300.62007465
"c.w",1,1,6,400,262,10.62666667,800,1,1,11,35,6,NA,21,38.34429169,303.6,301.272129,10.83108117,11.20517747,0.274836398,5.741267854,2.183485977,38.34429169,6,1.420000017,1,2.840000033,36.02287674,35,400,400,384.3168335,38.96570206,45.53825378,65.8473587,76.95418549,500.2459412,1498.546265,433.2193298,100.9923019,2.942958832,-0.904729009,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833743235,0.005741268,311.4942917,309.1728767,239.767397,-0.503655952,6.782499053,67.15857469,21.62032091,37.18358421,6.368332344,0.250586314,4.599013076,1.769319268,0.158628446,30.62315918,0.788991479,68.89486498,379.1401726,0.019788886,0,311.49429169
"c.c",2,1,6,400,247,8.35,400,2,1,21,24,6,NA,6,26.5260849,301.1,299.86562945,19.755852735,20.11873983,0.526852416,3.240237198,0.714143613,26.5260849,6,1.420000017,1,2.840000033,25.625947955,25.022872925,400,400.5,374.5298157,23.602952,27.382494925,72.257133485,83.828037265,500.3012695,1499.6482545,171.46955875,101.03582765,-0.184474945,0.2957990465,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833835449,0.003240237,299.6760849,298.77594795,239.9437147,1.0244931625,3.480758518,34.4507264,7.068231472,26.07601643,3.3894775435,0.444389346,2.766614906,0.6228626375,0.2841360895,30.29718007,0.8006433415,82.13870608,365.03298585,0.0449562805,0,299.6760849
"c.w",2,1,6,400,262,11.47527778,800,2,1,21,35.5,6,NA,23,40.82000351,249.2,243.4385886,7.730164808,8.098119871,0.102390374,3.013837764,2.885490051,40.82000351,6,1.420000017,1,2.840000033,37.07362366,35.5,400,400,389.2484131,44.70800018,48.14841843,71.27603149,76.76094055,500.2984009,1500.330688,322.8422241,100.9205933,3.178783417,-0.998562932,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833830668,0.003013838,313.9700035,310.2236237,240.0529048,0.672620953,7.744657004,76.74010579,28.59168737,38.94681358,7.006560833,0.098827357,4.859166952,2.147393881,0.062077627,25.05578783,0.637824823,61.64355524,385.5450539,0.012456412,0,313.97000351
"w.c",2,1,6,400,264,11.03555556,400,2,1,121,27,6,NA,23,31.07044983,270.4,268.0003341,15.31477791,15.67065388,0.25778786,3.327788821,1.366472269,31.07044983,6,1.420000017,1,2.840000033,28.43531227,26.97833443,400,400,380.0346375,27.48477745,31.35109138,71.24430084,81.26631165,500.2375488,1499.828247,738.15625,100.8915253,2.371023178,0.019376069,0.333333343,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833729248,0.003327789,304.2204498,301.5853123,239.9725142,0.72436306,4.529531698,44.89506612,13.54397473,29.75288105,4.200348376,0.23633559,3.163059429,1.037288947,0.149498101,27.1262103,0.707475257,71.24623747,372.6476972,0.029710684,0,304.22044983
"w.w",2,1,6,400,248,9.279861111,800,2,1,121,33,6,NA,6,35.23974037,290.35,288.6614897,17.918044575,18.302253605,0.4092082985,4.9034125945,1.315918553,35.23974037,6,1.420000017,1,2.840000033,33.659381865,33.022283555,400,400.5,376.21302795,37.9967041,43.61937523,73.244861605,84.083370205,500.42237855,1499.2730715,323.7849121,101.0558281,0.185224533,-0.2258722485,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.8340372975,0.0049034125,308.38974035,306.80938185,239.88368605,0.044642291,5.723910252,56.6410752,13.02169997,34.44956112,5.4785204605,0.3576718375,4.4079916985,1.070528762,0.2276666035,29.31478911,0.771065127,78.84503542,367.66873585,0.0385460275,0,308.38974037
"c.c",3,1,6,400,249,14.555,400,3,1,31,35,6,NA,6,36.263669965,271.3,269.6594464,20.47646784,20.8414333,0.4076025175,5.9214797395,1.6234895715,36.263669965,6,1.420000017,1,2.840000033,35.40777588,34.97338867,400,400.5,372.9019775,37.26178169,44.048885345,64.90808487,76.733512875,500.3840179,1499.3588865,350.30400085,100.6351776,-2.417411804,-0.368615925,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.8339733635,0.00592148,309.41366995,308.55777585,239.8974165,-0.374712209,6.05636376,60.181461245,16.132575905,35.835722925,5.915256377,0.354505062,4.4328741885,1.482382188,0.225775052,27.20245013,0.725073907,75.22155664,363.06294725,0.0430476265,0,309.413669965
"w.c",3,1,6,400,268,9.627777778,400,3,1,131,32,6,NA,20,35.6738739,205.3,200.2429098,11.32449672,11.67440668,0.112294691,2.904953523,2.588998277,35.6738739,6,1.420000017,1,2.840000033,32.88547516,32.04708099,400,400,384.7301636,29.08592796,32.46255112,58.43182755,65.21525574,499.4311523,1500.834473,334.9293823,100.8424149,0.806938171,-0.419295311,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832385254,0.002904954,308.8238739,306.0354752,240.1335103,0.899990948,5.862600324,58.13625479,25.67370367,34.27967453,5.426930155,0.108023404,3.273602047,2.153328108,0.067885809,20.37128175,0.525072026,55.50277638,379.2389877,0.01690642,0,308.8238739
"w.w",3,1,6,400,248,9.697638889,800,3,1,131,34,6,NA,6,37.24619484,258.6,255.60551035,14.09273171,14.471084985,0.218663171,3.9712158955,1.9060181905,37.24619484,6,1.420000017,1,2.840000033,34.785398485,33.999082565,400,400,380.90361025,39.848594665,44.39928436,72.133163455,80.37612152,500.35121155,1499.4660035,401.86656185,101.0386505,-0.3247470855,-0.314560145,0.8333333435,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833918686,0.003971216,310.3961948,307.9353985,239.91455515,0.3892503805,6.3920619775,63.263534545,18.86425018,36.01579666,5.9747361,0.2025553645,4.486043787,1.4886923125,0.1279494255,26.082563275,0.677881687,70.75700975,374.1770127,0.026846368,0,310.39619484
"w.c",5,1,6,400,265,9.955277778,400,5,1,151,32,6,NA,18,34.78,296.7,294.44,11.79965694,12.15,0.257402527,4.460819766,1.817965176,34.77964401,6,1.420000017,1,2.840000033,32.8735733,32,400,403,385.9797363,32.14951324,37.29948425,64.63779449,74.99200439,500.3251648,1499.149902,578.8797607,100.8551712,1.738231659,-0.571314812,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833875275,0.00446082,307.929644,306.0235733,239.863979,0.226496563,5.579811046,55.3249871,18.02550285,33.82660866,5.291550328,0.236011681,3.76184587,1.529704458,0.14929073,29.77625251,0.764904759,68.67575955,380.2624174,0.021721863,0,307.93
"w.w",5,1,6,400,249,12.1133333333333,800,5,1,151,34,6,NA,6,35.63627116,289.633333333333,287.283489166667,13.4538349,13.8306839066667,0.281782687666667,4.043833018,1.52918901166667,35.63627116,6,1.420000017,1,2.840000033,34.1472485833333,33.99836731,400,400.666666666667,382.109293633333,38.1645367933333,42.8057708733333,71.51651001,80.21229299,500.3579305,1499.734375,247.9605204,100.9519475,-1.53154754666667,-0.226383030333333,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833929884,0.004043833,308.786271133333,307.297248566667,239.957494633333,0.500358904333333,5.850522757,57.95355417,15.1477832933333,34.89175987,5.614635624,0.255821696333333,4.321333746,1.29330187833333,0.162031144666667,29.20227416,0.757103428666667,74.9347083,375.686222366667,0.0270178563333333,0,308.78627116
"c.c",1,1,7,400,249,10.08,400,1,1,11,27,7,NA,7,29.734220505,295,293.6091923,18.8354748,19.198662065,0.4765680575,5.4336072995,1.298597241,29.734220505,6,1.420000017,1,2.840000033,27.765966415,26.979520795,400,399.5,374.2944641,22.33395672,28.663825035,60.303676605,77.395782475,500.28268435,1499.223938,376.4302826,101.0772095,-2.536142349,0.173074901,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833804474,0.0054336075,302.8842205,300.91596645,239.8758247,-0.271710453,4.1958567615,41.5114025,12.84757747,28.75009346,3.9639906525,0.408088494,2.8972595205,1.0667311325,0.2604348215,29.731213925,0.7858610755,72.53298611,365.2351881,0.037848374,0,302.884220505
"c.w",1,1,7,400,262,14.22444444,800,1,1,11,36,7,NA,22,39.86761856,263.3,258.528304,8.136484677,8.506407717,0.124845921,3.728297565,2.954105065,39.86761856,6,1.420000017,1,2.840000033,37.04585266,36.1,400,400,387.6672058,39.5177002,43.79243469,62.92156219,69.72795105,500.3856506,1498.964844,195.3958588,100.6401596,1.68888092,-0.876278996,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833976084,0.003728298,313.0176186,310.1958527,239.8343696,0.448064407,7.361382682,73.14557837,29.35314368,38.45673561,6.823835711,0.119588816,4.407277617,2.416558094,0.075198195,26.42292688,0.677252383,59.17293755,383.7709352,0.012638186,0,313.01761856
"c.c",2,1,7,400,247,12.81,400,2,1,21,27,7,NA,7,31.35110855,264.6,262.745157,19.65791481,20.02126017,0.345369,5.533721004,1.746680466,31.35110855,6,1.420000017,1,2.840000033,28.4058075,26.96968842,400,401,374.1704712,21.84940338,28.2969017,56.75144958,73.49812317,500.3925781,1500.921387,378.6344299,100.9228516,-1.138690948,0.120542318,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.83398763,0.005533721,304.5011086,301.5558075,240.1474159,-0.460421446,4.602484477,45.60398764,17.30708594,29.87845803,4.230796744,0.307922869,2.855804011,1.374992733,0.195498815,26.51699049,0.702207088,64.86571763,364.7202731,0.03535744,0,304.50110855
"w.c",2,1,7,400,264,11.52083333,400,2,1,121,29,7,NA,24,32.76794052,271.8,269.5456556,15.26097918,15.61720469,0.264133773,3.804966887,1.521345168,32.76794052,6,1.420000017,1,2.840000033,30.45300102,29.12319756,400,400,379.7598267,29.95461464,34.36103439,69.08701324,79.24993134,500.3006287,1499.659546,1131.839844,100.8485336,1.582494736,-0.218170851,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833834381,0.003804967,305.9179405,303.603001,239.945522,0.514614231,4.986605101,49.44648099,15.08544659,31.61047077,4.670809139,0.241658373,3.465259933,1.205549206,0.152906813,27.26874942,0.712010852,70.86657414,372.3985193,0.029469517,0,305.91794052
"w.w",2,1,7,400,248,10.64944444,800,2,1,121,35,7,NA,7,35.76527405,293.7,291.9811824,16.90901412,17.29168412,0.404346621,5.854366035,1.587477015,35.76527405,6,1.420000017,1,2.840000033,35.23207855,34.97044754,400,401,377.4449463,35.86643219,42.58864594,63.36347198,75.2392807,500.2848816,1501.073975,302.923584,101.0766296,-1.2233181,-0.353557795,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833808136,0.005854366,308.915274,308.3820786,240.1718306,-0.288961947,5.892193807,58.2943241,15.70567816,35.4986763,5.806235781,0.353952441,4.304716792,1.501518989,0.225255898,29.65673981,0.777354362,75.16296305,369.3801224,0.034523104,0,308.91527405
"c.c",3,1,7,400,251,14.913333335,400,3,1,31,36,7,NA,7,39.472034455,280.9,278.68414635,14.351366635,14.707172295,0.2860554565,4.971352211,1.8218137285,39.472034455,6,1.420000017,1,2.840000033,37.610702515,36.132669445,400,400,380.09051515,47.93788719,53.578609465,73.923828125,82.62495041,500.4503937,1498.640137,188.0995102,100.51577375,3.083797455,-0.652059317,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.8340839895,0.004971352,312.6220345,310.7607025,239.7824165,-0.043521799,7.207310299,71.703302415,18.12469295,38.541368485,6.8551826225,0.2591837845,5.3854965705,1.469686052,0.1642023345,28.092871845,0.735437053,75.48639757,373.1615216,0.029524573,0,312.622034455
"w.c",5,1,7,400,268,10.06,400,5,1,151,33,7,NA,19,35.37357712,307.3,305.4501872,12.55818229,12.90978081,0.337029879,5.793193828,1.846038582,35.37357712,6,1.420000017,1,2.840000033,33.78384399,33.02322769,400,402,383.400116,32.18475723,38.87313461,61.48479462,74.2620697,499.4928284,1498.992432,336.6987,100.8470001,1.349594116,-0.664855003,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832488047,0.005793194,308.5235771,306.933844,239.8387837,-0.415727632,5.766277593,57.17847418,18.30533957,34.57871056,5.517925464,0.301276631,3.920239011,1.597686453,0.191213805,30.86862548,0.798366063,69.93805386,377.3227965,0.023697206,0,308.52357712
"w.w",5,1,7,400,249,13.53,800,5,1,151,36,7,NA,7,37.228782655,264.45,261.0867636,11.972592795,12.34667336,0.187260442,3.6774378805,2.007503029,37.228782655,6,1.420000017,1,2.840000033,36.06905365,36.14462471,400,400.5,384.32974245,39.19555473,43.413461685,65.94723511,73.042194365,500.3685303,1498.978516,303.20608525,100.8111,-2.5685386655,-0.3424490095,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.8339475505,0.003677438,310.37878265,309.21905365,239.83655715,0.73135394,6.3840529965,63.32690143,19.913439745,36.648918155,6.185078529,0.17551199,4.376549968,1.8085285615,0.110692507,26.606468205,0.6867766705,68.823834085,378.61045935,0.021900642,0,310.378782655
"c.c",2,1,8,400,247,14.2,400,2,1,21,31,8,NA,8,32.964912415,263.5,261.6820748,17.271589495,17.66182614,0.3803644055,5.855009058,1.690738312,32.964912415,6,1.420000017,1,2.840000033,32.054304125,31.067569735,400,377,353.32276915,26.45697117,33.245841025,55.666620255,69.958595275,500.29678345,1500.214661,241.0662003,100.81417465,-1.3031692505,-0.061136454,0.500000015,-0.219565243,2.737391472,1,0,0.159999996,111120,0.8338279725,0.005855009,306.11491245,305.20430415,240.03433975,-0.3442492265,5.042392451,50.0166949,16.770853875,32.509608275,4.914681483,0.3353905035,3.351654139,1.563027344,0.2132430735,26.381246245,0.741480255,69.110261015,345.01108015,0.0349612495,0,306.114912415
"w.w",2,1,8,400,248,12.095,800,2,1,121,37,8,NA,8,40.24473572,298,296.3128249,15.73551918,16.11687851,0.408632084,7.616143237,2.013100977,40.24473572,6,1.420000017,1,2.840000033,38.40428162,37.10820007,400,401,378.4945374,45.84200668,54.4746933,67.995224,80.79966736,500.5108948,1499.591797,158.8126678,100.9282227,0.447389603,-0.777454615,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834184825,0.007616143,313.3947357,311.5542816,239.9346821,-1.392834698,7.511134951,74.420561,19.94586771,39.32450867,7.15026501,0.357231933,5.498033974,1.652231036,0.227381405,30.04779687,0.786575461,74.95565363,370.9873859,0.031908398,0,313.39473572
"c.c",3,1,8,400,254,13.00638889,800,3,1,31,39,8,NA,8,40.76926422,278.8,277.04125655,17.366878405,17.75315617,0.382799481,9.5682338615,2.6783921635,40.76926422,6,1.420000017,1,2.840000033,39.993041995,39.061422345,400,400,374.5578308,39.141529085,50.05784035,53.235197065,68.08106995,499.57881165,1500.643494,158.91576385,100.7920685,1.887851715,-0.8044046165,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.8326313525,0.009568234,313.9192642,313.143042,240.1029536,-2.226220318,7.723826627,76.63128069,26.573440345,40.381153105,7.565963514,0.3372471335,5.0454344635,2.520529051,0.2144469865,28.07566915,0.743684797,67.37383645,366.275773,0.0320471695,0,313.91926422
"w.w",3,1,8,400,249,11.59,800,3,1,131,34,8,NA,8,35.8295071933333,257.8,253.712027133333,10.952114689,11.3248747373333,0.156701639333333,2.35967456266667,1.54231724833333,35.8295071933333,6,1.420000017,1,2.840000033,34.38807678,33.99720764,400,400,385.389841733333,40.57661311,43.2833429966667,75.0434214266667,80.0470097833333,500.361084,1500.25793433333,255.6085714,100.9812571,-1.67988077833333,-0.213607609333333,0.888888895666667,-0.219565243,2.737391472,1,0,0.159999996,111115,0.83393514,0.00235967466666667,308.9795072,307.538076766667,240.041264166667,1.374424506,5.91315228133333,58.5568575366667,15.2735145366667,35.1087919866667,5.682548968,0.148221355666667,4.37083503333333,1.311713935,0.0933636906666667,25.96866749,0.667406519,73.92726877,380.1554895,0.021495551,0,308.979507193333
"w.w",5,1,8,400,251,8.020138889,800,5,1,151,26,8,NA,8,29.025724415,279.85,277.2199344,13.56601105,13.943047205,0.2413362205,2.376289227,1.0400004945,29.025724415,6,1.420000017,1,2.840000033,26.713560105,26.00117588,400,399.5,381.9589081,26.853657725,29.61920452,76.958278655,84.88800049,500.30755615,1500.098755,300.95573425,100.8811226,1.0894466045,0.293856889,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.8338459265,0.0023762895,302.1757244,299.8635601,240.0157954,1.272897076,4.028024415,39.92840035,10.3091958285,27.86964226,3.766222471,0.2224337195,2.988023921,0.7781985505,0.140604151,28.192993025,0.731670953,75.3288228,375.4825359,0.0273342905,0,302.175724415
"c.w",1,1,9,400,263,9.852777778,800,1,1,11,24.5,9,NA,24,29.52296638,260.2,256,10.68065376,11.05223109,0.151149828,2.22238911,1.511664157,29.52296638,6,1.420000017,1,2.840000033,26.02640152,24.60804367,400,401,386.3387146,23.47639465,26.07210732,70.1650238,77.92295074,500.3127136,1499.227905,229.8158569,101.005722,0.90017128,-0.030575871,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833854523,0.002222389,302.6729664,299.1764015,239.8764595,1.186866233,4.145096182,41.03823128,14.96612396,27.77468395,3.745278576,0.143511872,2.633432025,1.111846552,0.090351234,26.21322123,0.671747695,64.17189744,381.2332634,0.018078933,0,302.67296638
"c.c",2,1,9,400,254,12.63777778,800,2,1,21,39.5,9,NA,9,41.257061,287,285.0567852,14.52406514,14.90581597,0.340973435,9.317138481,2.887465974,41.257061,6,1.420000017,1,2.840000033,40.52843475,39.84057236,400,400,378.1809387,39.34272385,49.9749527,52.01977158,66.07792664,499.5104065,1500.286621,120.6219635,100.8262787,1.956005096,-0.814736724,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832517344,0.009317138,314.407061,313.6784348,240.045854,-2.090329533,7.926254482,78.61298251,28.63802981,40.89274788,7.774629851,0.304423968,5.038788508,2.735841343,0.193242614,28.74121487,0.753757675,65.24096327,371.0954277,0.026205383,0,314.407061
